trigger_level,trigger_hour,goal_level,goal_hour,percent_complete,raw_count,direction
-1.0,1000,-0.236,1400,68,140,Below
-1.0,1000,0.0,1500,89,942,Above
-1.0,1000,0.0,1000,48,924,Below
-1.0,1000,0.236,1600,88,862,Above
-1.0,1000,0.236,OPEN,60,434,Below
-1.0,1000,0.382,1100,49,638,Above
-1.0,1000,0.382,1400,70,607,Below
-1.0,1000,0.5,1500,32,602,Above
-1.0,1000,0.5,0900,60,582,Below
-1.0,1000,0.618,1600,27,963,Above
-1.0,1000,0.618,OPEN,38,607,Below
-1.0,1000,0.786,1300,16,619,Above
-1.0,1000,0.786,OPEN,69,619,Below
-1.0,1000,1.0,1200,73,862,Above
-1.0,1000,1.0,1600,1,31,Below
-1.0,1100,-0.786,0900,65,851,Above
-1.0,1100,-0.786,1000,15,889,Below
-1.0,1100,-0.618,1500,38,95,Above
-1.0,1100,-0.618,1000,39,303,Below
-1.0,1100,-0.5,OPEN,63,252,Above
-1.0,1100,-0.5,1400,63,41,Below
-1.0,1100,-0.382,1100,20,541,Above
-1.0,1100,-0.382,1500,85,664,Below
-1.0,1100,-0.236,1300,84,88,Above
-1.0,1100,-0.236,1600,91,791,Below
-1.0,1100,0.0,OPEN,39,67,Above
-1.0,1100,0.0,1600,62,75,Below
-1.0,1100,0.236,OPEN,2,977,Above
-1.0,1100,0.236,1300,41,236,Below
-1.0,1100,0.382,1400,38,445,Above
-1.0,1100,0.382,0900,88,388,Below
-1.0,1100,0.5,1200,42,924,Above
-1.0,1100,0.5,1500,50,788,Below
-1.0,1100,0.618,1500,11,595,Above
-1.0,1100,0.618,1600,23,517,Below
-1.0,1100,0.786,1200,35,494,Above
-1.0,1100,0.786,1600,71,576,Below
-1.0,1100,1.0,1500,46,920,Above
-1.0,1100,1.0,1100,81,563,Below
-1.0,1200,-0.786,0900,69,277,Above
-1.0,1200,-0.786,1000,6,857,Below
-1.0,1200,-0.618,0900,2,292,Above
-1.0,1200,-0.618,OPEN,39,495,Below
-1.0,1200,-0.5,1400,91,138,Above
-1.0,1200,-0.5,1200,7,622,Below
-1.0,1200,-0.382,1300,3,999,Above
-1.0,1200,-0.382,1600,18,553,Below
-1.0,1200,-0.236,1400,11,916,Above
-1.0,1200,-0.236,1400,15,138,Below
-1.0,1200,0.0,0900,20,679,Above
-1.0,1200,0.0,1300,3,933,Below
-1.0,1200,0.236,1400,94,580,Above
-1.0,1200,0.236,1600,26,846,Below
-1.0,1200,0.382,1100,2,362,Above
-1.0,1200,0.382,0900,24,925,Below
-1.0,1200,0.5,1200,25,391,Above
-1.0,1200,0.5,1600,98,710,Below
-1.0,1200,0.618,1000,49,655,Above
-1.0,1200,0.618,1600,59,949,Below
-1.0,1200,0.786,1600,10,459,Above
-1.0,1200,0.786,0900,84,737,Below
-1.0,1200,1.0,1200,85,140,Above
-1.0,1200,1.0,OPEN,27,769,Below
-1.0,1300,-0.786,1100,84,684,Above
-1.0,1300,-0.786,1000,33,50,Below
-1.0,1300,-0.618,1600,46,347,Above
-1.0,1300,-0.618,1300,22,185,Below
-1.0,1300,-0.5,1000,16,846,Above
-1.0,1300,-0.5,0900,32,733,Below
-1.0,1300,-0.382,1500,65,492,Above
-1.0,1300,-0.382,1400,27,56,Below
-1.0,1300,-0.236,1100,69,210,Above
-1.0,1300,-0.236,1400,0,977,Below
-1.0,1300,0.0,1000,86,649,Above
-1.0,1300,0.0,1600,3,451,Below
-1.0,1300,0.236,1200,46,815,Above
-1.0,1300,0.236,1200,98,322,Below
-1.0,1300,0.382,1100,52,311,Above
-1.0,1300,0.382,OPEN,13,469,Below
-1.0,1300,0.5,1000,38,402,Above
-1.0,1300,0.5,0900,76,216,Below
-1.0,1300,0.618,1400,96,655,Above
-1.0,1300,0.618,0900,58,612,Below
-1.0,1300,0.786,1100,45,559,Above
-1.0,1300,0.786,1000,71,711,Below
-1.0,1300,1.0,1100,18,551,Above
-1.0,1300,1.0,1500,24,433,Below
-1.0,1400,-0.786,1300,13,163,Above
-1.0,1400,-0.786,1600,86,671,Below
-1.0,1400,-0.618,1000,82,631,Above
-1.0,1400,-0.618,1000,2,435,Below
-1.0,1400,-0.5,1100,72,293,Above
-1.0,1400,-0.5,1600,44,336,Below
-1.0,1400,-0.382,1100,18,952,Above
-1.0,1400,-0.382,1300,13,129,Below
-1.0,1400,-0.236,1100,52,838,Above
-1.0,1400,-0.236,1600,39,474,Below
-1.0,1400,0.0,1500,63,682,Above
-1.0,1400,0.0,1200,51,98,Below
-1.0,1400,0.236,1600,98,964,Above
-1.0,1400,0.236,1500,67,77,Below
-1.0,1400,0.382,1300,1,882,Above
-1.0,1400,0.382,1400,40,641,Below
-1.0,1400,0.5,OPEN,15,486,Above
-1.0,1400,0.5,1000,47,679,Below
-1.0,1400,0.618,0900,10,585,Above
-1.0,1400,0.618,1200,84,776,Below
-1.0,1400,0.786,1100,68,313,Above
-1.0,1400,0.786,OPEN,66,693,Below
-1.0,1400,1.0,1600,72,454,Above
-1.0,1400,1.0,OPEN,67,44,Below
-1.0,1500,-0.786,OPEN,97,737,Above
-1.0,1500,-0.786,1400,7,310,Below
-1.0,1500,-0.618,1300,46,433,Above
-1.0,1500,-0.618,1600,75,183,Below
-1.0,1500,-0.5,1100,18,35,Above
-1.0,1500,-0.5,1500,92,415,Below
-1.0,1500,-0.382,1300,20,828,Above
-1.0,1500,-0.382,1000,19,514,Below
-1.0,1500,-0.236,1400,3,832,Above
-1.0,1500,-0.236,1100,91,549,Below
-1.0,1500,0.0,1000,21,85,Above
-1.0,1500,0.0,0900,85,501,Below
-1.0,1500,0.236,1400,87,171,Above
-1.0,1500,0.236,1400,0,593,Below
-1.0,1500,0.382,1300,37,271,Above
-1.0,1500,0.382,OPEN,24,731,Below
-1.0,1500,0.5,1300,60,789,Above
-1.0,1500,0.5,1500,89,292,Below
-1.0,1500,0.618,OPEN,82,389,Above
-1.0,1500,0.618,OPEN,56,102,Below
-1.0,1500,0.786,1000,98,433,Above
-1.0,1500,0.786,1100,47,758,Below
-1.0,1500,1.0,1300,55,698,Above
-1.0,1500,1.0,OPEN,48,311,Below
-1.0,1600,-0.786,1100,61,145,Above
-1.0,1600,-0.786,1400,96,611,Below
-1.0,1600,-0.618,OPEN,84,766,Above
-1.0,1600,-0.618,1300,63,327,Below
-1.0,1600,-0.5,1200,8,353,Above
-1.0,1600,-0.5,OPEN,48,562,Below
-1.0,1600,-0.382,1000,87,798,Above
-1.0,1600,-0.382,1400,58,944,Below
-1.0,1600,-0.236,1000,40,560,Above
-1.0,1600,-0.236,OPEN,10,342,Below
-1.0,1600,0.0,1000,39,629,Above
-1.0,1600,0.0,1500,75,593,Below
-1.0,1600,0.236,OPEN,60,118,Above
-1.0,1600,0.236,1400,44,611,Below
-1.0,1600,0.382,1200,91,259,Above
-1.0,1600,0.382,1400,7,162,Below
-1.0,1600,0.5,1400,29,440,Above
-1.0,1600,0.5,1100,48,696,Below
-1.0,1600,0.618,0900,81,667,Above
-1.0,1600,0.618,OPEN,67,999,Below
-1.0,1600,0.786,1200,35,603,Above
-1.0,1600,0.786,1500,18,760,Below
-1.0,1600,1.0,OPEN,83,122,Above
-1.0,1600,1.0,1000,75,387,Below
-0.786,OPEN,-1.0,1400,14,50,Above
-0.786,OPEN,-1.0,1600,1,968,Below
-0.786,OPEN,-0.618,1000,73,459,Above
-0.786,OPEN,-0.618,0900,74,982,Below
-0.786,OPEN,-0.5,1600,50,127,Above
-0.786,OPEN,-0.5,1000,38,549,Below
-0.786,OPEN,-0.382,1200,83,463,Above
-0.786,OPEN,-0.382,1300,1,614,Below
-0.786,OPEN,-0.236,1500,2,921,Above
-0.786,OPEN,-0.236,1600,1,90,Below
-0.786,OPEN,0.0,OPEN,11,428,Above
-0.786,OPEN,0.0,1200,54,822,Below
-0.786,OPEN,0.236,OPEN,84,583,Above
-0.786,OPEN,0.236,1400,94,930,Below
-0.786,OPEN,0.382,1300,23,514,Above
-0.786,OPEN,0.382,1300,27,286,Below
-0.786,OPEN,0.5,1000,17,429,Above
-0.786,OPEN,0.5,1600,44,384,Below
-0.786,OPEN,0.618,0900,52,643,Above
-0.786,OPEN,0.618,1000,31,460,Below
-0.786,OPEN,0.786,1600,27,181,Above
-0.786,OPEN,0.786,1500,62,32,Below
-0.786,OPEN,1.0,1600,74,569,Above
-0.786,OPEN,1.0,OPEN,99,389,Below
-0.786,0900,-1.0,0900,23,688,Above
-0.786,0900,-1.0,1200,55,677,Below
-0.786,0900,-0.618,1200,6,205,Above
-0.786,0900,-0.618,OPEN,55,842,Below
-0.786,0900,-0.5,1000,46,157,Above
-0.786,0900,-0.5,0900,28,211,Below
-0.786,0900,-0.382,OPEN,91,428,Above
-0.786,0900,-0.382,1200,37,585,Below
-0.786,0900,-0.236,1100,7,939,Above
-0.786,0900,-0.236,1300,55,213,Below
-0.786,0900,0.0,1100,64,40,Above
-0.786,0900,0.0,1500,49,846,Below
-0.786,0900,0.236,1000,87,452,Above
-0.786,0900,0.236,1100,74,566,Below
-0.786,0900,0.382,1300,25,164,Above
-0.786,0900,0.382,1000,63,996,Below
-0.786,0900,0.5,1200,49,271,Above
-0.786,0900,0.5,1200,29,947,Below
-0.786,0900,0.618,1200,36,179,Above
-0.786,0900,0.618,1300,34,96,Below
-0.786,0900,0.786,1600,67,795,Above
-0.786,0900,0.786,1100,28,86,Below
-0.786,0900,1.0,1300,16,118,Above
-0.786,0900,1.0,1200,67,78,Below
-0.786,1000,-1.0,0900,48,918,Above
-0.786,1000,-1.0,1400,85,830,Below
-0.786,1000,-0.618,0900,50,908,Above
-0.786,1000,-0.618,1000,31,118,Below
-0.786,1000,-0.5,1200,84,951,Above
-0.786,1000,-0.5,1400,43,148,Below
-0.786,1000,-0.382,OPEN,67,508,Above
-0.786,1000,-0.382,1500,91,968,Below
-0.786,1000,-0.236,0900,98,918,Above
-0.786,1000,-0.236,OPEN,10,444,Below
-0.786,1000,0.0,0900,98,773,Above
-0.786,1000,0.0,1500,85,770,Below
-0.786,1000,0.236,1400,18,174,Above
-0.786,1000,0.236,1200,84,529,Below
-0.786,1000,0.382,1100,16,622,Above
-0.786,1000,0.382,1200,18,73,Below
-0.786,1000,0.5,1300,97,276,Above
-0.786,1000,0.5,1300,44,568,Below
-0.786,1000,0.618,1400,20,767,Above
-0.786,1000,0.618,OPEN,91,526,Below
-0.786,1000,0.786,1600,55,29,Above
-0.786,1000,0.786,1300,45,533,Below
-0.786,1000,1.0,1000,16,892,Above
-0.786,1000,1.0,1100,25,313,Below
-0.786,1100,-1.0,1400,95,591,Above
-0.786,1100,-1.0,OPEN,99,111,Below
-0.786,1100,-0.618,1400,61,225,Above
-0.786,1100,-0.618,1600,14,932,Below
-0.786,1100,-0.5,1200,80,700,Above
-0.786,1100,-0.5,0900,77,740,Below
-0.786,1100,-0.382,1100,91,956,Above
-0.786,1100,-0.382,1000,6,374,Below
-0.786,1100,-0.236,1600,47,520,Above
-0.786,1100,-0.236,OPEN,71,125,Below
-0.786,1100,0.0,OPEN,80,890,Above
-0.786,1100,0.0,1000,95,849,Below
-0.786,1100,0.236,1000,62,815,Above
-0.786,1100,0.236,1400,58,846,Below
-0.786,1100,0.382,1300,79,123,Above
-0.786,1100,0.382,1000,92,735,Below
-0.786,1100,0.5,1200,53,915,Above
-0.786,1100,0.5,0900,79,213,Below
-0.786,1100,0.618,1000,40,673,Above
-0.786,1100,0.618,1600,55,295,Below
-0.786,1100,0.786,1000,93,312,Above
-0.786,1100,0.786,1500,18,379,Below
-0.786,1100,1.0,1500,25,122,Above
-0.786,1100,1.0,1400,70,551,Below
-0.786,1200,-1.0,1100,66,74,Above
-0.786,1200,-1.0,OPEN,24,558,Below
-0.786,1200,-0.618,1500,14,558,Above
-0.786,1200,-0.618,1600,7,910,Below
-0.786,1200,-0.5,1000,0,685,Above
-0.786,1200,-0.5,1500,65,712,Below
-0.786,1200,-0.382,0900,22,274,Above
-0.786,1200,-0.382,1100,45,983,Below
-0.786,1200,-0.236,1000,29,367,Above
-0.786,1200,-0.236,0900,71,780,Below
-0.786,1200,0.0,1000,44,582,Above
-0.786,1200,0.0,1500,15,75,Below
-0.786,1200,0.236,0900,16,384,Above
-0.786,1200,0.236,0900,15,367,Below
-0.786,1200,0.382,1500,65,483,Above
-0.786,1200,0.382,0900,30,517,Below
-0.786,1200,0.5,1500,38,460,Above
-0.786,1200,0.5,1500,86,983,Below
-0.786,1200,0.618,1300,54,36,Above
-0.786,1200,0.618,1200,92,240,Below
-0.786,1200,0.786,OPEN,38,330,Above
-0.786,1200,0.786,1200,29,446,Below
-0.786,1200,1.0,1000,18,62,Above
-0.786,1200,1.0,1300,56,290,Below
-0.786,1300,-1.0,1400,30,346,Above
-0.786,1300,-1.0,1100,22,553,Below
-0.786,1300,-0.618,1100,71,575,Above
-0.786,1300,-0.618,0900,19,169,Below
-0.786,1300,-0.5,1100,13,187,Above
-0.786,1300,-0.5,1300,52,417,Below
-0.786,1300,-0.382,1100,29,712,Above
-0.786,1300,-0.382,1400,76,68,Below
-0.786,1300,-0.236,1400,7,475,Above
-0.786,1300,-0.236,0900,30,983,Below
-0.786,1300,0.0,0900,81,769,Above
-0.786,1300,0.0,OPEN,74,882,Below
-0.786,1300,0.236,OPEN,78,450,Above
-0.786,1300,0.236,0900,92,163,Below
-0.786,1300,0.382,1300,95,735,Above
-0.786,1300,0.382,1500,80,352,Below
-0.786,1300,0.5,1600,49,785,Above
-0.786,1300,0.5,1600,5,334,Below
-0.786,1300,0.618,1600,63,166,Above
-0.786,1300,0.618,1000,64,628,Below
-0.786,1300,0.786,0900,8,932,Above
-0.786,1300,0.786,1100,43,461,Below
-0.786,1300,1.0,1000,81,920,Above
-0.786,1300,1.0,OPEN,12,92,Below
-0.786,1400,-1.0,1500,69,633,Above
-0.786,1400,-1.0,1200,75,700,Below
-0.786,1400,-0.618,1400,16,707,Above
-0.786,1400,-0.618,OPEN,89,934,Below
-0.786,1400,-0.5,1600,59,996,Above
-0.786,1400,-0.5,1400,54,915,Below
-0.786,1400,-0.382,1200,84,926,Above
-0.786,1400,-0.382,OPEN,32,545,Below
-0.786,1400,-0.236,1600,67,440,Above
-0.786,1400,-0.236,1200,93,722,Below
-0.786,1400,0.0,1000,83,988,Above
-0.786,1400,0.0,OPEN,11,302,Below
-0.786,1400,0.236,1600,47,880,Above
-0.786,1400,0.236,0900,98,312,Below
-0.786,1400,0.382,1600,77,236,Above
-0.786,1400,0.382,0900,70,22,Below
-0.786,1400,0.5,0900,12,109,Above
-0.786,1400,0.5,1600,15,658,Below
-0.786,1400,0.618,1300,37,468,Above
-0.786,1400,0.618,OPEN,55,991,Below
-0.786,1400,0.786,1400,99,630,Above
-0.786,1400,0.786,0900,44,758,Below
-0.786,1400,1.0,1500,8,737,Above
-0.786,1400,1.0,0900,6,813,Below
-0.786,1500,-1.0,1300,2,37,Above
-0.786,1500,-1.0,1500,43,158,Below
-0.786,1500,-0.618,OPEN,53,447,Above
-0.786,1500,-0.618,1000,99,542,Below
-0.786,1500,-0.5,OPEN,12,322,Above
-0.786,1500,-0.5,1200,53,659,Below
-0.786,1500,-0.382,1200,43,824,Above
-0.786,1500,-0.382,1200,73,567,Below
-0.786,1500,-0.236,1300,23,779,Above
-0.786,1500,-0.236,1000,80,877,Below
-0.786,1500,0.0,1300,24,396,Above
-0.786,1500,0.0,1300,16,789,Below
-0.786,1500,0.236,1600,23,550,Above
-0.786,1500,0.236,1300,99,387,Below
-0.786,1500,0.382,1400,64,861,Above
-0.786,1500,0.382,OPEN,27,793,Below
-0.786,1500,0.5,1300,91,707,Above
-0.786,1500,0.5,1600,52,691,Below
-0.786,1500,0.618,1300,33,430,Above
-0.786,1500,0.618,1200,6,745,Below
-0.786,1500,0.786,1400,24,42,Above
-0.786,1500,0.786,1100,57,528,Below
-0.786,1500,1.0,1200,56,647,Above
-0.786,1500,1.0,1400,99,982,Below
-0.786,1600,-1.0,1000,99,632,Above
-0.786,1600,-1.0,1500,72,169,Below
-0.786,1600,-0.618,1600,96,992,Above
-0.786,1600,-0.618,1300,71,54,Below
-0.786,1600,-0.5,1500,58,653,Above
-0.786,1600,-0.5,1600,66,934,Below
-0.786,1600,-0.382,0900,28,619,Above
-0.786,1600,-0.382,1400,27,214,Below
-0.786,1600,-0.236,1100,43,227,Above
-0.786,1600,-0.236,1600,89,113,Below
-0.786,1600,0.0,1100,4,833,Above
-0.786,1600,0.0,1300,49,340,Below
-0.786,1600,0.236,1400,16,580,Above
-0.786,1600,0.236,1600,56,35,Below
-0.786,1600,0.382,1000,9,516,Above
-0.786,1600,0.382,1200,10,470,Below
-0.786,1600,0.5,1100,71,369,Above
-0.786,1600,0.5,OPEN,94,421,Below
-0.786,1600,0.618,1100,48,696,Above
-0.786,1600,0.618,1600,87,447,Below
-0.786,1600,0.786,1600,46,168,Above
-0.786,1600,0.786,OPEN,45,251,Below
-0.786,1600,1.0,1100,4,605,Above
-0.786,1600,1.0,1300,74,257,Below
-0.618,OPEN,-1.0,1300,32,955,Above
-0.618,OPEN,-1.0,1200,26,747,Below
-0.618,OPEN,-0.786,1300,45,462,Above
-0.618,OPEN,-0.786,1300,37,583,Below
-0.618,OPEN,-0.5,1000,61,219,Above
-0.618,OPEN,-0.5,1500,93,527,Below
-0.618,OPEN,-0.382,OPEN,43,502,Above
-0.618,OPEN,-0.382,0900,80,761,Below
-0.618,OPEN,-0.236,1300,10,872,Above
-0.618,OPEN,-0.236,1100,40,281,Below
-0.618,OPEN,0.0,1500,98,261,Above
-0.618,OPEN,0.0,1600,63,708,Below
-0.618,OPEN,0.236,1200,75,148,Above
-0.618,OPEN,0.236,1000,88,283,Below
-0.618,OPEN,0.382,1300,86,320,Above
-0.618,OPEN,0.382,1300,81,163,Below
-0.618,OPEN,0.5,1000,3,629,Above
-0.618,OPEN,0.5,0900,28,580,Below
-0.618,OPEN,0.618,1200,16,628,Above
-0.618,OPEN,0.618,0900,79,459,Below
-0.618,OPEN,0.786,1500,7,150,Above
-0.618,OPEN,0.786,1100,93,361,Below
-0.618,OPEN,1.0,1400,93,842,Above
-0.618,OPEN,1.0,1100,80,196,Below
-0.618,0900,-1.0,1300,87,763,Above
-0.618,0900,-1.0,1600,92,95,Below
-0.618,0900,-0.786,1100,36,83,Above
-0.618,0900,-0.786,1200,91,521,Below
-0.618,0900,-0.5,1500,87,179,Above
-0.618,0900,-0.5,1500,65,576,Below
-0.618,0900,-0.382,1300,47,612,Above
-0.618,0900,-0.382,1000,26,898,Below
-0.618,0900,-0.236,1100,12,182,Above
-0.618,0900,-0.236,1500,8,447,Below
-0.618,0900,0.0,1000,26,555,Above
-0.618,0900,0.0,1600,0,681,Below
-0.618,0900,0.236,OPEN,92,336,Above
-0.618,0900,0.236,1100,66,989,Below
-0.618,0900,0.382,1000,93,684,Above
-0.618,0900,0.382,OPEN,90,867,Below
-0.618,0900,0.5,1100,17,694,Above
-0.618,0900,0.5,1200,92,989,Below
-0.618,0900,0.618,1100,90,91,Above
-0.618,0900,0.618,OPEN,64,123,Below
-0.618,0900,0.786,1100,57,163,Above
-0.618,0900,0.786,1600,86,275,Below
-0.618,0900,1.0,OPEN,4,899,Above
-0.618,0900,1.0,0900,16,287,Below
-0.618,1000,-1.0,1100,40,742,Above
-0.618,1000,-1.0,1500,68,265,Below
-0.618,1000,-0.786,1000,50,670,Above
-0.618,1000,-0.786,1000,75,291,Below
-0.618,1000,-0.5,1400,18,118,Above
-0.618,1000,-0.5,1500,46,336,Below
-0.618,1000,-0.382,1100,4,414,Above
-0.618,1000,-0.382,1100,22,883,Below
-0.618,1000,-0.236,1100,14,763,Above
-0.618,1000,-0.236,1600,92,913,Below
-0.618,1000,0.0,1400,18,121,Above
-0.618,1000,0.0,1600,45,933,Below
-0.618,1000,0.236,1000,90,845,Above
-0.618,1000,0.236,1000,36,906,Below
-0.618,1000,0.382,1500,23,292,Above
-0.618,1000,0.382,1100,62,198,Below
-0.618,1000,0.5,1500,97,998,Above
-0.618,1000,0.5,1000,23,13,Below
-0.618,1000,0.618,OPEN,33,962,Above
-0.618,1000,0.618,1500,86,190,Below
-0.618,1000,0.786,1200,22,886,Above
-0.618,1000,0.786,1200,94,263,Below
-0.618,1000,1.0,1600,61,690,Above
-0.618,1000,1.0,1300,59,575,Below
-0.618,1100,-1.0,1500,56,659,Above
-0.618,1100,-1.0,1300,6,624,Below
-0.618,1100,-0.786,1100,84,326,Above
-0.618,1100,-0.786,1000,2,393,Below
-0.618,1100,-0.5,1100,85,824,Above
-0.618,1100,-0.5,1300,91,853,Below
-0.618,1100,-0.382,1600,35,760,Above
-0.618,1100,-0.382,1400,68,918,Below
-0.618,1100,-0.236,1200,57,315,Above
-0.618,1100,-0.236,1000,24,121,Below
-0.618,1100,0.0,1300,77,194,Above
-0.618,1100,0.0,1500,99,560,Below
-0.618,1100,0.236,1300,21,222,Above
-0.618,1100,0.236,OPEN,20,977,Below
-0.618,1100,0.382,1400,15,580,Above
-0.618,1100,0.382,0900,30,947,Below
-0.618,1100,0.5,1300,8,986,Above
-0.618,1100,0.5,1100,16,845,Below
-0.618,1100,0.618,1200,24,644,Above
-0.618,1100,0.618,1600,64,200,Below
-0.618,1100,0.786,OPEN,50,813,Above
-0.618,1100,0.786,1500,87,203,Below
-0.618,1100,1.0,1400,14,105,Above
-0.618,1100,1.0,1400,69,10,Below
-0.618,1200,-1.0,1600,38,518,Above
-0.618,1200,-1.0,1600,80,427,Below
-0.618,1200,-0.786,1300,92,82,Above
-0.618,1200,-0.786,1100,5,349,Below
-0.618,1200,-0.5,OPEN,2,346,Above
-0.618,1200,-0.5,1400,75,889,Below
-0.618,1200,-0.382,OPEN,63,74,Above
-0.618,1200,-0.382,1100,66,483,Below
-0.618,1200,-0.236,1100,31,873,Above
-0.618,1200,-0.236,1000,17,378,Below
-0.618,1200,0.0,1000,42,893,Above
-0.618,1200,0.0,OPEN,77,835,Below
-0.618,1200,0.236,1400,13,683,Above
-0.618,1200,0.236,1000,3,737,Below
-0.618,1200,0.382,OPEN,5,898,Above
-0.618,1200,0.382,1000,48,177,Below
-0.618,1200,0.5,1300,64,462,Above
-0.618,1200,0.5,1000,12,249,Below
-0.618,1200,0.618,1600,18,725,Above
-0.618,1200,0.618,1100,19,104,Below
-0.618,1200,0.786,0900,43,160,Above
-0.618,1200,0.786,1600,21,892,Below
-0.618,1200,1.0,1500,71,528,Above
-0.618,1200,1.0,1400,66,635,Below
-0.618,1300,-1.0,0900,82,188,Above
-0.618,1300,-1.0,OPEN,79,849,Below
-0.618,1300,-0.786,1200,11,135,Above
-0.618,1300,-0.786,OPEN,74,910,Below
-0.618,1300,-0.5,1200,5,106,Above
-0.618,1300,-0.5,1200,56,933,Below
-0.618,1300,-0.382,0900,58,42,Above
-0.618,1300,-0.382,1200,18,735,Below
-0.618,1300,-0.236,1400,65,999,Above
-0.618,1300,-0.236,1100,67,298,Below
-0.618,1300,0.0,1400,53,400,Above
-0.618,1300,0.0,1000,13,224,Below
-0.618,1300,0.236,1500,53,486,Above
-0.618,1300,0.236,1500,19,38,Below
-0.618,1300,0.382,1600,81,840,Above
-0.618,1300,0.382,OPEN,56,401,Below
-0.618,1300,0.5,1200,65,527,Above
-0.618,1300,0.5,1600,27,327,Below
-0.618,1300,0.618,1100,68,91,Above
-0.618,1300,0.618,OPEN,40,954,Below
-0.618,1300,0.786,1000,75,592,Above
-0.618,1300,0.786,1600,9,107,Below
-0.618,1300,1.0,0900,34,217,Above
-0.618,1300,1.0,1300,23,595,Below
-0.618,1400,-1.0,1400,21,163,Above
-0.618,1400,-1.0,1300,38,228,Below
-0.618,1400,-0.786,1600,19,996,Above
-0.618,1400,-0.786,1000,53,157,Below
-0.618,1400,-0.5,0900,83,492,Above
-0.618,1400,-0.5,0900,29,318,Below
-0.618,1400,-0.382,1300,21,844,Above
-0.618,1400,-0.382,1600,78,292,Below
-0.618,1400,-0.236,1300,96,361,Above
-0.618,1400,-0.236,0900,58,109,Below
-0.618,1400,0.0,OPEN,28,461,Above
-0.618,1400,0.0,1600,82,163,Below
-0.618,1400,0.236,1300,9,830,Above
-0.618,1400,0.236,1200,50,569,Below
-0.618,1400,0.382,0900,21,877,Above
-0.618,1400,0.382,OPEN,29,34,Below
-0.618,1400,0.5,1400,44,77,Above
-0.618,1400,0.5,1100,48,146,Below
-0.618,1400,0.618,1100,82,906,Above
-0.618,1400,0.618,1300,72,246,Below
-0.618,1400,0.786,OPEN,47,175,Above
-0.618,1400,0.786,1300,73,379,Below
-0.618,1400,1.0,1100,49,428,Above
-0.618,1400,1.0,1600,84,136,Below
-0.618,1500,-1.0,1100,27,376,Above
-0.618,1500,-1.0,1600,92,388,Below
-0.618,1500,-0.786,1000,26,931,Above
-0.618,1500,-0.786,1600,91,794,Below
-0.618,1500,-0.5,0900,40,179,Above
-0.618,1500,-0.5,1500,83,502,Below
-0.618,1500,-0.382,1200,38,378,Above
-0.618,1500,-0.382,1100,22,120,Below
